"weight";"lat";"lon"
"3";"38.355";"-91.053"
"3";"38.355";"-91.003"
"3";"38.355";"-90.792"
"3";"38.345";"-91.803"
"3";"38.345";"-90.763"
"3";"38.345";"-90.283"
"3";"38.335";"-91.703"
"3";"38.335";"-90.853"
"3";"38.335";"-90.713"
"3";"38.335";"-90.163"
"3";"38.335";"-90.143"
"3";"38.325";"-91.863"
"3";"38.325";"-91.093"
"3";"38.325";"-90.973"
"3";"38.325";"-90.943"
"3";"38.325";"-90.913"
"3";"38.325";"-90.553"
"3";"38.325";"-90.203"
"3";"38.315";"-92.063"
"3";"38.315";"-91.843"
"3";"38.315";"-90.983"
"3";"38.315";"-90.803"
"3";"38.315";"-90.673"
"3";"38.315";"-90.523"
"3";"38.315";"-90.513"
"3";"38.315";"-90.233"
"3";"38.305";"-91.723"
"3";"38.305";"-90.203"
"3";"38.295";"-91.703"
"3";"38.295";"-90.953"
"3";"38.295";"-90.753"
"3";"38.295";"-90.683"
"3";"38.295";"-90.652"
"3";"38.285";"-92.173"
"3";"38.285";"-92.143"
"3";"38.285";"-92.093"
"3";"38.285";"-91.853"
"3";"38.275";"-92.173"
"3";"38.275";"-92.113"
"3";"38.275";"-92.033"
"3";"38.275";"-91.943"
"3";"38.275";"-91.083"
"3";"38.275";"-90.963"
"3";"38.275";"-90.743"
"3";"38.265";"-91.093"
"3";"38.265";"-90.783"
"3";"38.265";"-90.753"
"3";"38.265";"-90.673"
"3";"38.255";"-92.073"
"3";"38.255";"-92.013"
"3";"38.255";"-90.973"
"3";"38.255";"-90.813"
"3";"38.255";"-90.743"
"3";"38.255";"-90.643"
"3";"38.245";"-92.323"
"3";"38.245";"-92.263"
"3";"38.245";"-92.143"
"3";"38.245";"-90.783"
"3";"38.235";"-92.423"
"3";"38.235";"-92.253"
"3";"38.235";"-91.083"
"3";"38.225";"-92.203"
"3";"38.225";"-91.143"
"3";"38.225";"-90.143"
"3";"38.215";"-92.113"
"3";"38.205";"-92.333"
"3";"38.205";"-92.243"
"3";"38.205";"-92.133"
"3";"38.205";"-90.152"
"3";"38.195";"-92.303"
"3";"38.195";"-92.243"
"3";"38.195";"-91.123"
"3";"38.195";"-90.893"
"3";"38.195";"-90.113"
"3";"38.185";"-91.193"
"3";"38.185";"-90.652"
"3";"38.185";"-90.643"
"3";"38.165";"-92.643"
"3";"38.165";"-90.083"
"3";"38.155";"-91.243"
"3";"38.145";"-92.652"
"3";"38.145";"-90.673"
"3";"38.135";"-92.273"
"3";"38.125";"-92.383"
"3";"38.105";"-92.883"
"3";"38.105";"-92.863"
"3";"38.055";"-92.792"
"3";"39.575";"-91.313"
"3";"39.545";"-91.292"
"3";"39.485";"-91.693"
"3";"39.475";"-91.233"
"3";"39.465";"-91.652"
"3";"39.455";"-91.573"
"3";"39.455";"-91.542"
"3";"39.445";"-91.063"
"3";"39.435";"-91.193"
"3";"39.435";"-91.143"
"3";"39.425";"-91.643"
"3";"39.415";"-91.633"
"3";"39.415";"-91.163"
"3";"39.405";"-91.643"
"3";"39.395";"-91.643"
"3";"39.395";"-91.583"
"3";"39.395";"-91.053"
"3";"39.385";"-91.563"
"3";"39.375";"-90.063"
"3";"39.365";"-91.413"
"3";"39.365";"-91.152"
"3";"39.355";"-91.542"
"3";"39.355";"-91.533"
"3";"39.355";"-91.523"
"3";"39.335";"-91.673"
"3";"39.335";"-91.493"
"3";"39.335";"-91.073"
"3";"39.325";"-91.473"
"3";"39.325";"-90.983"
"3";"39.325";"-90.133"
"3";"39.315";"-91.103"
"3";"39.295";"-91.353"
"3";"39.295";"-90.993"
"3";"39.295";"-90.983"
"3";"39.295";"-90.902"
"3";"39.295";"-89.943"
"3";"39.285";"-90.993"
"3";"39.285";"-90.292"
"3";"39.275";"-91.363"
"3";"39.275";"-91.033"
"3";"39.265";"-91.393"
"3";"39.265";"-91.343"
"3";"39.265";"-90.193"
"3";"39.255";"-90.883"
"3";"39.255";"-90.673"
"3";"39.245";"-91.033"
"3";"39.245";"-90.663"
"3";"39.245";"-90.223"
"3";"39.245";"-90.163"
"3";"39.245";"-90.053"
"3";"39.235";"-91.792"
"3";"39.235";"-91.773"
"3";"39.235";"-91.343"
"3";"39.235";"-90.243"
"3";"39.235";"-89.823"
"3";"39.225";"-91.473"
"3";"39.225";"-90.863"
"3";"39.225";"-90.833"
"3";"39.225";"-90.713"
"3";"39.225";"-90.683"
"3";"39.215";"-91.393"
"3";"39.215";"-91.013"
"3";"39.215";"-90.913"
"3";"39.215";"-90.033"
"3";"39.205";"-91.533"
"3";"39.205";"-91.313"
"3";"39.205";"-90.923"
"3";"39.205";"-90.313"
"3";"39.205";"-90.253"
"3";"39.195";"-91.603"
"3";"39.195";"-91.333"
"3";"39.195";"-90.003"
"3";"39.185";"-91.753"
"3";"39.185";"-91.383"
"3";"39.185";"-91.373"
"3";"39.185";"-91.233"
"3";"39.185";"-90.583"
"3";"39.185";"-90.143"
"3";"39.185";"-90.063"
"3";"39.175";"-91.673"
"3";"39.175";"-91.393"
"3";"39.175";"-90.723"
"3";"39.175";"-90.393"
"3";"39.175";"-90.343"
"3";"39.175";"-90.333"
"3";"39.175";"-90.323"
"3";"39.175";"-90.313"
"3";"39.165";"-91.493"
"3";"39.165";"-91.402"
"3";"39.165";"-91.353"
"3";"39.165";"-91.313"
"3";"39.165";"-90.993"
"3";"39.165";"-90.853"
"3";"39.165";"-90.813"
"3";"39.165";"-90.733"
"3";"39.165";"-90.723"
"3";"39.165";"-90.563"
"3";"39.165";"-90.553"
"3";"39.165";"-90.343"
"3";"39.165";"-90.323"
"3";"39.165";"-90.203"
"3";"39.165";"-90.163"
"3";"39.165";"-89.893"
"3";"39.155";"-91.833"
"3";"39.155";"-91.273"
"3";"39.155";"-90.473"
"3";"39.155";"-90.163"
"3";"39.145";"-91.792"
"3";"39.145";"-91.523"
"3";"39.145";"-91.503"
"3";"39.145";"-91.493"
"3";"39.145";"-91.163"
"3";"39.145";"-90.863"
"3";"39.145";"-90.792"
"3";"39.145";"-90.783"
"3";"39.145";"-90.433"
"3";"39.145";"-90.313"
"3";"39.145";"-90.223"
"3";"39.135";"-91.493"
"3";"39.135";"-91.423"
"3";"39.135";"-91.413"
"3";"39.135";"-91.343"
"3";"39.135";"-91.292"
"3";"39.135";"-90.833"
"3";"39.135";"-90.803"
"3";"39.135";"-90.733"
"3";"39.135";"-90.573"
"3";"39.135";"-90.473"
"3";"39.135";"-90.113"
"3";"39.135";"-90.013"
"3";"39.125";"-91.542"
"3";"39.125";"-91.343"
"3";"39.125";"-91.123"
"3";"39.125";"-90.323"
"3";"39.125";"-90.213"
"3";"39.125";"-90.173"
"3";"39.125";"-89.943"
"3";"39.115";"-91.643"
"3";"39.115";"-91.513"
"3";"39.115";"-90.503"
"3";"39.115";"-90.463"
"3";"39.115";"-90.423"
"3";"39.115";"-90.323"
"3";"39.115";"-90.223"
"3";"39.115";"-89.993"
"3";"39.115";"-89.953"
"3";"39.105";"-91.652"
"3";"39.105";"-91.292"
"3";"39.105";"-91.253"
"3";"39.105";"-91.113"
"3";"39.105";"-90.923"
"3";"39.105";"-90.853"
"3";"39.105";"-90.673"
"3";"39.105";"-90.643"
"3";"39.105";"-90.383"
"3";"39.105";"-90.233"
"3";"39.105";"-90.063"
"3";"39.095";"-91.583"
"3";"39.095";"-91.523"
"3";"39.095";"-91.353"
"3";"39.095";"-91.183"
"3";"39.095";"-90.563"
"3";"39.095";"-90.493"
"3";"39.095";"-90.413"
"3";"39.095";"-90.313"
"3";"39.095";"-90.013"
"3";"39.085";"-91.623"
"3";"39.085";"-91.563"
"3";"39.085";"-91.333"
"3";"39.085";"-90.933"
"3";"39.085";"-90.813"
"3";"39.085";"-90.792"
"3";"39.085";"-90.533"
"3";"39.075";"-91.693"
"3";"39.075";"-91.573"
"3";"39.075";"-91.563"
"3";"39.075";"-91.273"
"3";"39.075";"-91.173"
"3";"39.075";"-90.542"
"3";"39.075";"-90.533"
"3";"39.075";"-90.323"
"3";"39.075";"-90.123"
"3";"39.075";"-90.093"
"3";"39.065";"-91.533"
"3";"39.065";"-91.513"
"3";"39.065";"-91.183"
"3";"39.065";"-90.993"
"3";"39.065";"-90.973"
"3";"39.065";"-90.773"
"3";"39.065";"-90.413"
"3";"39.065";"-90.123"
"3";"39.065";"-90.103"
"3";"39.065";"-89.863"
"3";"39.065";"-89.843"
"3";"39.055";"-91.652"
"3";"39.055";"-91.303"
"3";"39.055";"-91.263"
"3";"39.055";"-91.123"
"3";"39.055";"-91.003"
"3";"39.055";"-90.923"
"3";"39.055";"-90.652"
"3";"39.055";"-90.603"
"3";"39.055";"-90.553"
"3";"39.055";"-90.443"
"3";"39.055";"-90.183"
"3";"39.055";"-90.042"
"3";"39.055";"-89.833"
"3";"39.045";"-91.383"
"3";"39.045";"-91.313"
"3";"39.045";"-91.303"
"3";"39.045";"-90.983"
"3";"39.045";"-90.603"
"3";"39.045";"-90.233"
"3";"39.045";"-90.193"
"3";"39.045";"-90.042"
"3";"39.045";"-89.973"
"3";"39.035";"-91.383"
"3";"39.035";"-91.373"
"3";"39.035";"-91.263"
"3";"39.035";"-91.223"
"3";"39.035";"-90.533"
"3";"39.035";"-90.373"
"3";"39.035";"-90.193"
"3";"39.035";"-90.133"
"3";"39.025";"-91.453"
"3";"39.025";"-91.363"
"3";"39.025";"-91.193"
"3";"39.025";"-91.123"
"3";"39.025";"-91.113"
"3";"39.025";"-91.093"
"3";"39.025";"-91.083"
"3";"39.025";"-91.023"
"3";"39.025";"-90.943"
"3";"39.025";"-90.713"
"3";"39.025";"-90.663"
"3";"39.025";"-89.943"
"3";"39.015";"-91.553"
"3";"39.015";"-91.373"
"3";"39.015";"-91.313"
"3";"39.015";"-90.463"
"3";"39.015";"-90.042"
"3";"39.015";"-89.923"
"3";"39.015";"-89.913"
"3";"39.015";"-89.863"
"3";"39.005";"-91.152"
"3";"39.005";"-91.093"
"3";"39.005";"-91.083"
"3";"39.005";"-90.943"
"3";"39.005";"-90.733"
"3";"39.005";"-90.483"
"3";"39.005";"-90.393"
"3";"39.005";"-90.163"
"3";"39.005";"-90.033"
"3";"39.005";"-89.943"
"3";"39.005";"-89.873"
"3";"38.995";"-91.463"
"3";"38.995";"-91.443"
"3";"38.995";"-90.393"
"3";"38.995";"-90.013"
"3";"38.985";"-91.413"
"3";"38.985";"-90.983"
"3";"38.985";"-90.873"
"3";"38.985";"-90.163"
"3";"38.985";"-90.093"
"3";"38.975";"-91.073"
"3";"38.975";"-90.973"
"3";"38.975";"-90.152"
"3";"38.965";"-91.333"
"3";"38.965";"-91.292"
"3";"38.965";"-90.723"
"3";"38.965";"-90.633"
"3";"38.965";"-90.023"
"3";"38.955";"-90.213"
"3";"38.945";"-91.343"
"3";"38.945";"-90.983"
"3";"38.945";"-90.873"
"3";"38.945";"-90.223"
"3";"38.935";"-90.143"
"3";"38.935";"-90.042"
"3";"38.935";"-90.013"
"3";"38.925";"-90.113"
"3";"38.925";"-90.093"
"3";"38.915";"-91.853"
"3";"38.915";"-91.443"
"3";"38.915";"-90.083"
"3";"38.905";"-91.233"
"3";"38.905";"-90.123"
"3";"38.895";"-91.203"
"3";"38.895";"-91.143"
"3";"38.895";"-91.133"
"3";"38.885";"-91.363"
"3";"38.885";"-91.213"
"3";"38.885";"-91.203"
"3";"38.885";"-91.173"
"3";"38.885";"-90.143"
"3";"38.885";"-90.133"
"3";"38.875";"-91.123"
"3";"38.875";"-91.103"
"3";"38.865";"-91.663"
"3";"38.865";"-91.273"
"3";"38.855";"-91.243"
"3";"38.855";"-91.203"
"3";"38.855";"-91.103"
"3";"38.855";"-89.973"
"3";"38.855";"-89.893"
"3";"38.845";"-90.123"
"3";"38.845";"-89.893"
"3";"38.835";"-91.223"
"3";"38.825";"-91.152"
"3";"38.825";"-90.193"
"3";"38.825";"-90.123"
"3";"38.825";"-90.023"
"3";"38.815";"-91.163"
"3";"38.815";"-91.123"
"3";"38.815";"-91.053"
"3";"38.815";"-91.023"
"3";"38.805";"-91.273"
"3";"38.805";"-91.123"
"3";"38.805";"-90.073"
"3";"38.795";"-91.083"
"3";"38.795";"-90.253"
"3";"38.795";"-90.073"
"3";"38.785";"-91.683"
"3";"38.785";"-91.473"
"3";"38.785";"-91.433"
"3";"38.785";"-91.233"
"3";"38.785";"-90.093"
"3";"38.785";"-90.023"
"3";"38.785";"-89.963"
"3";"38.775";"-91.542"
"3";"38.775";"-91.523"
"3";"38.775";"-90.143"
"3";"38.765";"-91.863"
"3";"38.765";"-91.813"
"3";"38.765";"-91.773"
"3";"38.765";"-91.743"
"3";"38.765";"-91.683"
"3";"38.765";"-91.663"
"3";"38.765";"-91.613"
"3";"38.765";"-91.583"
"3";"38.765";"-91.423"
"3";"38.765";"-91.333"
"3";"38.765";"-91.113"
"3";"38.765";"-90.263"
"3";"38.765";"-90.133"
"3";"38.765";"-90.113"
"3";"38.755";"-91.843"
"3";"38.755";"-91.723"
"3";"38.755";"-91.083"
"3";"38.755";"-90.253"
"3";"38.755";"-90.233"
"3";"38.755";"-90.203"
"3";"38.755";"-90.023"
"3";"38.745";"-92.003"
"3";"38.745";"-91.973"
"3";"38.745";"-91.783"
"3";"38.745";"-91.753"
"3";"38.745";"-91.733"
"3";"38.745";"-91.683"
"3";"38.745";"-91.593"
"3";"38.745";"-91.453"
"3";"38.745";"-91.113"
"3";"38.745";"-90.013"
"3";"38.735";"-92.063"
"3";"38.735";"-91.993"
"3";"38.735";"-91.923"
"3";"38.735";"-91.652"
"3";"38.735";"-91.553"
"3";"38.735";"-91.313"
"3";"38.735";"-91.193"
"3";"38.735";"-91.023"
"3";"38.735";"-90.253"
"3";"38.735";"-90.152"
"3";"38.725";"-91.913"
"3";"38.725";"-91.843"
"3";"38.725";"-91.583"
"3";"38.725";"-91.353"
"3";"38.725";"-90.113"
"3";"38.715";"-91.933"
"3";"38.715";"-91.753"
"3";"38.715";"-91.652"
"3";"38.715";"-91.603"
"3";"38.705";"-91.933"
"3";"38.705";"-91.873"
"3";"38.705";"-91.783"
"3";"38.705";"-91.743"
"3";"38.705";"-91.663"
"3";"38.705";"-91.513"
"3";"38.705";"-91.473"
"3";"38.705";"-91.463"
"3";"38.705";"-90.133"
"3";"38.695";"-92.083"
"3";"38.695";"-91.913"
"3";"38.695";"-91.873"
"3";"38.695";"-91.553"
"3";"38.695";"-90.163"
"3";"38.685";"-90.003"
"3";"38.675";"-91.973"
"3";"38.675";"-91.923"
"3";"38.675";"-91.902"
"3";"38.675";"-91.673"
"3";"38.675";"-91.583"
"3";"38.675";"-90.253"
"3";"38.675";"-90.123"
"3";"38.675";"-89.983"
"3";"38.675";"-89.963"
"3";"38.665";"-92.193"
"3";"38.665";"-92.103"
"3";"38.665";"-91.773"
"3";"38.665";"-91.743"
"3";"38.665";"-91.683"
"3";"38.665";"-90.083"
"3";"38.665";"-90.073"
"3";"38.665";"-89.993"
"3";"38.645";"-91.913"
"3";"38.645";"-91.853"
"3";"38.645";"-91.353"
"3";"38.645";"-91.253"
"3";"38.645";"-90.243"
"3";"38.645";"-90.063"
"3";"38.635";"-91.423"
"3";"38.635";"-90.183"
"3";"38.635";"-90.133"
"3";"38.635";"-90.123"
"3";"38.635";"-90.063"
"3";"38.625";"-92.233"
"3";"38.625";"-91.883"
"3";"38.625";"-91.152"
"3";"38.625";"-90.223"
"3";"38.625";"-90.033"
"3";"38.615";"-92.283"
"3";"38.615";"-91.963"
"3";"38.615";"-91.743"
"3";"38.615";"-91.603"
"3";"38.615";"-91.553"
"3";"38.615";"-91.393"
"3";"38.615";"-91.273"
"3";"38.605";"-91.783"
"3";"38.605";"-91.693"
"3";"38.605";"-91.673"
"3";"38.605";"-91.393"
"3";"38.605";"-90.152"
"3";"38.595";"-91.873"
"3";"38.595";"-91.683"
"3";"38.585";"-92.483"
"3";"38.585";"-91.433"
"3";"38.585";"-91.313"
"3";"38.585";"-90.152"
"3";"38.575";"-91.542"
"3";"38.575";"-90.113"
"3";"38.565";"-92.193"
"3";"38.565";"-91.433"
"3";"38.565";"-91.402"
"3";"38.565";"-91.363"
"3";"38.565";"-91.353"
"3";"38.565";"-91.313"
"3";"38.565";"-89.963"
"3";"38.565";"-89.943"
"3";"38.555";"-91.663"
"3";"38.555";"-91.493"
"3";"38.555";"-90.233"
"3";"38.555";"-89.893"
"3";"38.555";"-89.873"
"3";"38.555";"-89.783"
"3";"38.545";"-91.763"
"3";"38.545";"-91.713"
"3";"38.545";"-91.643"
"3";"38.545";"-91.563"
"3";"38.545";"-91.523"
"3";"38.545";"-91.393"
"3";"38.545";"-89.993"
"3";"38.535";"-91.413"
"3";"38.535";"-91.292"
"3";"38.535";"-90.213"
"3";"38.535";"-90.203"
"3";"38.535";"-90.053"
"3";"38.525";"-91.253"
"3";"38.525";"-90.193"
"3";"38.525";"-90.133"
"3";"38.525";"-90.093"
"3";"38.515";"-91.533"
"3";"38.515";"-91.513"
"3";"38.515";"-89.953"
"3";"38.505";"-91.613"
"3";"38.505";"-90.093"
"3";"38.505";"-90.083"
"3";"38.505";"-90.073"
"3";"38.505";"-90.063"
"3";"38.505";"-90.053"
"3";"38.495";"-91.703"
"3";"38.495";"-91.693"
"3";"38.495";"-91.553"
"3";"38.495";"-91.503"
"3";"38.495";"-91.493"
"3";"38.495";"-91.353"
"3";"38.495";"-90.373"
"3";"38.495";"-90.273"
"3";"38.495";"-90.123"
"3";"38.495";"-90.053"
"3";"38.495";"-90.042"
"3";"38.495";"-90.013"
"3";"38.485";"-91.803"
"3";"38.485";"-90.353"
"3";"38.485";"-90.103"
"3";"38.485";"-89.973"
"3";"38.475";"-91.513"
"3";"38.475";"-90.693"
"3";"38.475";"-89.893"
"3";"38.465";"-91.173"
"3";"38.465";"-91.133"
"3";"38.465";"-90.983"
"3";"38.465";"-90.773"
"3";"38.465";"-90.703"
"3";"38.455";"-91.143"
"3";"38.455";"-90.723"
"3";"38.455";"-90.333"
"3";"38.455";"-89.803"
"3";"38.445";"-91.753"
"3";"38.445";"-91.463"
"3";"38.445";"-91.453"
"3";"38.445";"-91.313"
"3";"38.445";"-91.273"
"3";"38.445";"-90.433"
"3";"38.445";"-90.423"
"3";"38.445";"-90.303"
"3";"38.445";"-90.213"
"3";"38.445";"-90.093"
"3";"38.425";"-91.823"
"3";"38.425";"-91.803"
"3";"38.425";"-91.673"
"3";"38.425";"-91.483"
"3";"38.425";"-91.292"
"3";"38.425";"-91.193"
"3";"38.425";"-91.143"
"3";"38.425";"-91.133"
"3";"38.425";"-91.063"
"3";"38.425";"-91.013"
"3";"38.425";"-91.003"
"3";"38.425";"-90.773"
"3";"38.425";"-90.683"
"3";"38.425";"-90.373"
"3";"38.425";"-89.633"
"3";"38.415";"-91.893"
"3";"38.415";"-91.603"
"3";"38.415";"-91.303"
"3";"38.415";"-91.223"
"3";"38.415";"-91.123"
"3";"38.415";"-91.083"
"3";"38.415";"-90.073"
"3";"38.415";"-90.042"
"3";"38.405";"-91.913"
"3";"38.405";"-90.292"
"3";"38.405";"-90.283"
"3";"38.405";"-90.203"
"3";"38.405";"-89.913"
"3";"38.395";"-91.713"
"3";"38.395";"-91.503"
"3";"38.395";"-91.073"
"3";"38.395";"-90.923"
"3";"38.395";"-90.823"
"3";"38.395";"-90.443"
"3";"38.395";"-90.243"
"3";"38.395";"-90.193"
"3";"38.385";"-91.923"
"3";"38.385";"-91.913"
"3";"38.385";"-91.893"
"3";"38.385";"-91.873"
"3";"38.385";"-91.853"
"3";"38.385";"-91.173"
"3";"38.385";"-91.073"
"3";"38.385";"-90.863"
"3";"38.385";"-90.813"
"3";"38.385";"-90.723"
"3";"38.385";"-90.673"
"3";"38.385";"-90.573"
"3";"38.385";"-90.463"
"3";"38.385";"-90.273"
"3";"38.385";"-90.263"
"3";"38.385";"-90.152"
"3";"38.385";"-89.963"
"3";"38.375";"-91.343"
"3";"38.375";"-90.973"
"3";"38.375";"-90.883"
"3";"38.375";"-90.493"
"3";"38.375";"-90.193"
"3";"38.375";"-90.152"
"3";"38.365";"-91.713"
"3";"38.365";"-91.583"
"3";"38.365";"-91.553"
"3";"38.365";"-91.113"
"3";"38.365";"-91.103"
"3";"38.365";"-91.003"
"3";"38.365";"-90.993"
"3";"38.365";"-90.603"
"3";"38.365";"-90.303"
"3";"38.365";"-90.292"
"3";"38.365";"-90.163"
"3";"38.365";"-90.133"
"3";"38.355";"-91.823"
"3";"38.355";"-91.813"
"3";"38.355";"-91.743"
"3";"38.355";"-91.693"
"3";"38.355";"-91.542"
"3";"38.355";"-90.923"
"3";"38.355";"-90.883"
"3";"38.355";"-90.463"
"3";"38.355";"-90.423"
"3";"38.355";"-90.303"
"3";"38.355";"-90.183"
"3";"38.345";"-91.813"
"3";"38.345";"-91.792"
"3";"38.345";"-91.603"
"3";"38.345";"-91.003"
"3";"38.345";"-90.563"
"3";"38.345";"-90.503"
"3";"38.345";"-90.423"
"3";"38.345";"-90.353"
"3";"38.345";"-90.273"
"3";"38.345";"-90.263"
"3";"38.335";"-92.023"
"3";"38.335";"-91.983"
"3";"38.335";"-91.583"
"3";"38.335";"-91.353"
"3";"38.335";"-91.152"
"3";"38.335";"-90.883"
"3";"38.335";"-90.823"
"3";"38.335";"-90.743"
"3";"38.335";"-90.563"
"3";"38.335";"-90.533"
"3";"38.335";"-90.513"
"3";"38.335";"-90.183"
"3";"38.325";"-91.813"
"3";"38.325";"-91.683"
"3";"38.325";"-91.023"
"3";"38.325";"-90.963"
"3";"38.325";"-90.743"
"3";"38.325";"-90.573"
"3";"38.315";"-92.033"
"3";"38.315";"-91.163"
"3";"38.315";"-91.042"
"3";"38.315";"-90.823"
"3";"38.315";"-90.792"
"3";"38.315";"-90.373"
"3";"38.305";"-92.063"
"3";"38.305";"-92.053"
"3";"38.305";"-91.873"
"3";"38.305";"-90.733"
"3";"38.305";"-90.613"
"3";"38.305";"-90.253"
"3";"38.295";"-92.023"
"3";"38.295";"-91.183"
"3";"38.295";"-91.013"
"3";"38.295";"-90.813"
"3";"38.295";"-90.733"
"3";"38.295";"-90.703"
"3";"38.295";"-90.583"
"3";"38.295";"-90.542"
"3";"38.295";"-90.533"
"3";"38.285";"-91.243"
"3";"38.285";"-91.233"
"3";"38.285";"-91.113"
"3";"38.285";"-91.073"
"3";"38.285";"-91.063"
"3";"38.285";"-91.042"
"3";"38.285";"-90.823"
"3";"38.275";"-92.083"
"3";"38.275";"-91.823"
"3";"38.275";"-91.163"
"3";"38.275";"-91.063"
"3";"38.275";"-90.993"
"3";"38.275";"-90.713"
"3";"38.275";"-90.693"
"3";"38.275";"-90.402"
"3";"38.265";"-92.213"
"3";"38.265";"-92.183"
"3";"38.265";"-91.792"
"3";"38.265";"-91.003"
"3";"38.265";"-90.843"
"3";"38.265";"-90.613"
"3";"38.255";"-92.003"
"3";"38.255";"-91.033"
"3";"38.255";"-90.983"
"3";"38.255";"-90.713"
"3";"38.255";"-90.663"
"3";"38.255";"-90.173"
"3";"38.245";"-92.303"
"3";"38.245";"-91.183"
"3";"38.245";"-91.133"
"3";"38.245";"-90.983"
"3";"38.245";"-90.113"
"3";"38.235";"-92.292"
"3";"38.235";"-92.223"
"3";"38.235";"-92.163"
"3";"38.235";"-92.113"
"3";"38.235";"-92.103"
"3";"38.235";"-91.193"
"3";"38.235";"-91.143"
"3";"38.235";"-90.753"
"3";"38.225";"-92.363"
"3";"38.225";"-91.163"
"3";"38.225";"-91.133"
"3";"38.225";"-91.123"
"3";"38.215";"-92.363"
"3";"38.215";"-91.123"
"3";"38.205";"-92.393"
"3";"38.205";"-92.373"
"3";"38.205";"-91.243"
"3";"38.195";"-91.173"
"3";"38.195";"-90.703"
"3";"38.175";"-91.193"
"3";"38.165";"-92.503"
"3";"38.165";"-90.913"
"3";"38.165";"-90.123"
"3";"38.155";"-92.613"
"3";"38.155";"-92.603"
"3";"38.155";"-91.223"
"3";"38.155";"-90.673"
"3";"38.145";"-92.563"
"3";"38.125";"-90.792"
"3";"38.095";"-92.663"
"3";"38.085";"-92.633"
"3";"38.075";"-92.902"
"3";"38.065";"-92.873"
"3";"39.715";"-91.423"
"3";"39.605";"-91.833"
"3";"39.585";"-91.323"
"3";"39.555";"-91.292"
"3";"39.525";"-91.773"
"3";"39.525";"-91.743"
"3";"39.525";"-91.273"
"3";"39.495";"-91.713"
"3";"39.475";"-91.583"
"3";"39.455";"-91.683"
"3";"39.455";"-91.533"
"3";"39.425";"-91.623"
"3";"39.425";"-91.183"
"3";"39.425";"-90.063"
"3";"39.415";"-91.603"
"3";"39.415";"-90.073"
"3";"39.405";"-91.053"
"3";"39.395";"-91.173"
"3";"39.385";"-91.853"
"3";"39.385";"-91.603"
"3";"39.385";"-91.463"
"3";"39.385";"-91.123"
"3";"39.375";"-91.573"
"3";"39.375";"-91.542"
"3";"39.365";"-91.573"
"3";"39.355";"-91.503"
"3";"39.345";"-91.843"
"3";"39.345";"-91.693"
"3";"39.345";"-90.093"
"3";"39.335";"-90.613"
"3";"39.335";"-90.093"
"3";"39.325";"-91.383"
"3";"39.325";"-91.103"
"3";"39.315";"-91.483"
"3";"39.315";"-91.473"
"3";"39.315";"-91.093"
"3";"39.315";"-91.033"
"3";"39.305";"-91.443"
"3";"39.305";"-90.963"
"3";"39.305";"-90.163"
"3";"39.295";"-90.173"
"3";"39.295";"-90.123"
"3";"39.295";"-89.833"
"3";"39.285";"-91.413"
"3";"39.285";"-91.143"
"3";"39.285";"-91.083"
"3";"39.285";"-90.983"
"3";"39.285";"-90.743"
"3";"39.285";"-90.193"
"3";"39.285";"-89.953"
"3";"39.275";"-91.723"
"3";"39.275";"-91.423"
"3";"39.275";"-90.883"
"3";"39.275";"-89.943"
"3";"39.265";"-91.513"
"3";"39.255";"-91.853"
"3";"39.255";"-91.813"
"3";"39.245";"-91.523"
"3";"39.245";"-91.283"
"3";"39.245";"-90.713"
"3";"39.245";"-90.693"
"3";"39.245";"-90.683"
"3";"39.245";"-90.542"
"3";"39.245";"-90.483"
"3";"39.245";"-90.463"
"3";"39.235";"-91.333"
"3";"39.235";"-90.723"
"3";"39.235";"-90.542"
"3";"39.225";"-91.803"
"3";"39.225";"-91.783"
"3";"39.225";"-91.283"
"3";"39.225";"-90.402"
"3";"39.225";"-90.323"
"3";"39.225";"-90.073"
"3";"39.215";"-91.783"
"3";"39.215";"-91.453"
"3";"39.215";"-91.313"
"3";"39.215";"-91.263"
"3";"39.215";"-90.623"
"3";"39.215";"-90.323"
"3";"39.215";"-90.313"
"3";"39.205";"-91.513"
"3";"39.205";"-91.433"
"3";"39.205";"-90.713"
"3";"39.195";"-91.743"
"3";"39.195";"-91.663"
"3";"39.195";"-91.652"
"3";"39.195";"-91.443"
"3";"39.195";"-90.913"
"3";"39.195";"-90.902"
"3";"39.195";"-90.783"
"3";"39.195";"-90.603"
"3";"39.195";"-89.973"
"3";"39.195";"-89.763"
"3";"39.185";"-91.343"
"3";"39.185";"-91.213"
"3";"39.185";"-90.893"
"3";"39.185";"-90.863"
"3";"39.185";"-90.833"
"3";"39.185";"-90.733"
"3";"39.185";"-90.703"
"3";"39.185";"-90.593"
"3";"39.185";"-90.343"
"3";"39.185";"-90.263"
"3";"39.185";"-90.152"
"3";"39.185";"-89.893"
"3";"39.185";"-89.873"
"3";"39.175";"-91.323"
"3";"39.175";"-91.303"
"3";"39.175";"-91.243"
"3";"39.175";"-90.933"
"3";"39.175";"-90.713"
"3";"39.175";"-90.613"
"3";"39.175";"-90.542"
"3";"39.175";"-90.503"
"3";"39.175";"-90.223"
"3";"39.175";"-90.073"
"3";"39.165";"-91.813"
"3";"39.165";"-91.683"
"3";"39.165";"-91.323"
"3";"39.165";"-90.663"
"3";"39.165";"-90.652"
