"weight";"lat";"lon"
"15";"39.205";"-91.333"
"15";"39.175";"-91.253"
"15";"39.025";"-90.743"
"15";"38.975";"-89.993"
"15";"38.965";"-90.292"
"15";"38.955";"-90.083"
"15";"38.945";"-90.333"
"15";"38.915";"-90.393"
"15";"38.895";"-90.273"
"15";"38.875";"-90.183"
"15";"38.845";"-90.863"
"15";"38.815";"-90.473"
"15";"38.815";"-90.292"
"15";"38.795";"-90.303"
"15";"38.755";"-91.243"
"15";"38.755";"-90.792"
"15";"38.745";"-91.283"
"15";"38.745";"-90.843"
"15";"38.715";"-91.573"
"15";"38.715";"-90.853"
"15";"38.695";"-91.263"
"15";"38.655";"-91.113"
"15";"38.655";"-91.073"
"15";"38.655";"-91.063"
"15";"38.635";"-91.333"
"15";"38.635";"-91.033"
"15";"38.625";"-90.303"
"15";"38.615";"-90.893"
"15";"38.615";"-90.883"
"15";"38.605";"-90.423"
"15";"38.605";"-90.323"
"15";"38.595";"-91.042"
"15";"38.575";"-91.013"
"15";"38.575";"-90.733"
"15";"38.565";"-90.763"
"15";"38.565";"-90.473"
"15";"38.555";"-90.743"
"15";"38.535";"-91.093"
"15";"38.535";"-90.763"
"15";"38.535";"-90.393"
"15";"38.525";"-91.113"
"15";"38.515";"-90.633"
"15";"38.495";"-90.613"
"15";"38.445";"-90.583"
"15";"38.435";"-90.643"
"15";"38.425";"-91.723"
"15";"38.405";"-91.652"
"15";"38.405";"-90.613"
"14";"39.165";"-90.703"
"14";"39.135";"-91.173"
"14";"39.005";"-91.463"
"14";"38.995";"-90.703"
"14";"38.985";"-90.783"
"14";"38.965";"-91.203"
"14";"38.965";"-90.343"
"14";"38.965";"-90.033"
"14";"38.955";"-90.833"
"14";"38.935";"-90.783"
"14";"38.935";"-90.333"
"14";"38.925";"-90.323"
"14";"38.915";"-90.243"
"14";"38.905";"-90.553"
"14";"38.865";"-90.833"
"14";"38.865";"-90.803"
"14";"38.865";"-90.313"
"14";"38.835";"-90.373"
"14";"38.815";"-90.283"
"14";"38.755";"-90.353"
"14";"38.705";"-90.853"
"14";"38.685";"-91.673"
"14";"38.655";"-91.513"
"14";"38.655";"-91.233"
"14";"38.655";"-91.083"
"14";"38.605";"-90.943"
"14";"38.605";"-90.313"
"14";"38.595";"-90.303"
"14";"38.585";"-90.283"
"14";"38.555";"-90.453"
"14";"38.545";"-90.913"
"14";"38.535";"-90.773"
"14";"38.525";"-89.993"
"14";"38.515";"-90.433"
"14";"38.505";"-90.883"
"14";"38.485";"-90.902"
"14";"38.485";"-89.933"
"14";"38.415";"-91.503"
"14";"38.415";"-90.533"
"14";"38.255";"-92.053"
"14";"39.265";"-91.353"
"14";"39.165";"-91.243"
"14";"39.125";"-91.133"
"14";"39.085";"-90.843"
"14";"38.985";"-90.583"
"14";"38.985";"-90.243"
"14";"38.965";"-90.583"
"14";"38.945";"-90.593"
"14";"38.945";"-90.542"
"14";"38.945";"-90.303"
"14";"38.935";"-91.113"
"14";"38.925";"-91.073"
"14";"38.915";"-90.383"
"14";"38.905";"-90.792"
"14";"38.905";"-90.733"
"14";"38.905";"-90.463"
"14";"38.885";"-90.933"
"14";"38.875";"-91.013"
"14";"38.865";"-90.273"
"14";"38.855";"-90.803"
"14";"38.855";"-90.183"
"14";"38.795";"-90.983"
"14";"38.775";"-90.913"
"14";"38.745";"-90.333"
"14";"38.735";"-90.393"
"14";"38.715";"-90.863"
"14";"38.715";"-90.843"
"14";"38.685";"-91.083"
"14";"38.675";"-91.093"
"14";"38.655";"-91.243"
"14";"38.655";"-91.193"
"14";"38.635";"-91.023"
"14";"38.615";"-90.333"
"14";"38.585";"-90.303"
"14";"38.585";"-90.223"
"14";"38.585";"-90.083"
"14";"38.565";"-90.542"
"14";"38.545";"-90.923"
"14";"38.535";"-90.823"
"14";"38.535";"-90.493"
"14";"38.525";"-91.173"
"14";"38.525";"-91.083"
"14";"38.525";"-90.393"
"14";"38.505";"-91.233"
"14";"38.505";"-90.513"
"14";"38.475";"-91.253"
"14";"38.475";"-91.063"
"14";"38.445";"-91.483"
"14";"38.435";"-90.933"
"14";"38.425";"-90.652"
"14";"38.415";"-91.003"
"14";"39.175";"-90.703"
"14";"39.075";"-90.833"
"14";"38.985";"-91.333"
"14";"38.985";"-90.573"
"14";"38.975";"-90.713"
"14";"38.975";"-90.583"
"14";"38.975";"-90.353"
"14";"38.935";"-90.823"
"14";"38.915";"-90.523"
"14";"38.905";"-91.083"
"14";"38.905";"-91.053"
"14";"38.905";"-90.383"
"14";"38.895";"-91.033"
"14";"38.895";"-90.983"
"14";"38.885";"-90.473"
"14";"38.875";"-90.703"
"14";"38.865";"-90.183"
"14";"38.825";"-90.863"
"14";"38.825";"-90.353"
"14";"38.815";"-90.193"
"14";"38.795";"-90.893"
"14";"38.795";"-90.453"
"14";"38.775";"-91.063"
"14";"38.765";"-91.163"
"14";"38.735";"-90.453"
"14";"38.725";"-90.413"
"14";"38.705";"-91.063"
"14";"38.695";"-91.273"
"14";"38.695";"-90.383"
"14";"38.655";"-91.343"
"14";"38.655";"-91.152"
"14";"38.645";"-91.033"
"14";"38.645";"-90.823"
"14";"38.605";"-91.033"
"14";"38.605";"-90.913"
"14";"38.595";"-90.263"
"14";"38.585";"-90.273"
"14";"38.575";"-90.413"
"14";"38.565";"-90.183"
"14";"38.555";"-90.443"
"14";"38.515";"-90.833"
"14";"38.505";"-90.843"
"14";"38.505";"-90.823"
"14";"38.495";"-90.563"
"14";"38.485";"-90.803"
"14";"38.485";"-90.513"
"14";"38.475";"-90.902"
"14";"38.465";"-90.613"
"14";"38.425";"-90.963"
"14";"38.405";"-90.533"
"14";"38.075";"-92.663"
"14";"39.225";"-91.393"
"14";"39.175";"-91.263"
"14";"39.055";"-90.243"
"14";"39.015";"-90.743"
"14";"39.015";"-90.243"
"14";"39.005";"-90.713"
"14";"38.985";"-90.853"
"14";"38.985";"-90.533"
"14";"38.985";"-90.343"
"14";"38.965";"-90.273"
"14";"38.945";"-90.953"
"14";"38.945";"-90.693"
"14";"38.935";"-90.553"
"14";"38.935";"-90.313"
"14";"38.925";"-90.813"
"14";"38.925";"-90.633"
"14";"38.915";"-90.643"
"14";"38.915";"-90.193"
"14";"38.895";"-90.963"
"14";"38.875";"-91.023"
"14";"38.875";"-91.003"
"14";"38.875";"-90.833"
"14";"38.865";"-90.333"
"14";"38.855";"-90.843"
"14";"38.845";"-90.283"
"14";"38.835";"-90.773"
"14";"38.815";"-90.983"
"14";"38.815";"-90.393"
"14";"38.755";"-90.363"
"14";"38.735";"-90.402"
"14";"38.725";"-92.042"
"14";"38.695";"-90.373"
"14";"38.685";"-91.683"
"14";"38.685";"-91.652"
"14";"38.685";"-91.633"
"14";"38.685";"-91.093"
"14";"38.675";"-90.923"
"14";"38.665";"-90.993"
"14";"38.665";"-90.363"
"14";"38.645";"-90.343"
"14";"38.625";"-91.013"
"14";"38.615";"-90.353"
"14";"38.605";"-90.973"
"14";"38.605";"-90.933"
"14";"38.595";"-91.143"
"14";"38.585";"-90.723"
"14";"38.575";"-90.303"
"14";"38.575";"-90.183"
"14";"38.565";"-91.023"
"14";"38.565";"-90.173"
"14";"38.555";"-91.143"
"14";"38.555";"-91.133"
"14";"38.535";"-90.783"
"14";"38.525";"-90.693"
"14";"38.515";"-91.023"
"14";"38.495";"-91.193"
"14";"38.495";"-90.783"
"14";"38.445";"-90.623"
"14";"38.415";"-90.973"
"14";"38.385";"-91.593"
"14";"38.165";"-92.573"
"13";"39.285";"-91.333"
"13";"39.215";"-91.433"
"13";"39.165";"-90.973"
"13";"39.155";"-91.523"
"13";"39.145";"-91.542"
"13";"39.025";"-90.683"
"13";"39.015";"-90.783"
"13";"38.985";"-89.963"
"13";"38.975";"-90.773"
"13";"38.955";"-90.073"
"13";"38.945";"-90.113"
"13";"38.915";"-90.873"
"13";"38.915";"-90.373"
"13";"38.915";"-90.363"
"13";"38.915";"-90.233"
"13";"38.905";"-90.233"
"13";"38.895";"-90.913"
"13";"38.885";"-91.023"
"13";"38.885";"-91.003"
"13";"38.885";"-90.402"
"13";"38.875";"-91.063"
"13";"38.875";"-91.042"
"13";"38.865";"-91.023"
"13";"38.865";"-90.843"
"13";"38.865";"-90.213"
"13";"38.855";"-91.013"
"13";"38.845";"-90.963"
"13";"38.845";"-90.243"
"13";"38.815";"-90.463"
"13";"38.805";"-90.923"
"13";"38.795";"-90.353"
"13";"38.785";"-90.343"
"13";"38.745";"-92.013"
"13";"38.745";"-90.833"
"13";"38.745";"-90.402"
"13";"38.725";"-90.902"
"13";"38.695";"-91.213"
"13";"38.685";"-91.073"
"13";"38.675";"-92.083"
"13";"38.635";"-90.343"
"13";"38.615";"-90.953"
"13";"38.585";"-91.113"
"13";"38.585";"-90.402"
"13";"38.575";"-90.402"
"13";"38.565";"-90.652"
"13";"38.545";"-90.013"
"13";"38.535";"-90.573"
"13";"38.525";"-90.493"
"13";"38.505";"-91.273"
"13";"38.505";"-90.563"
"13";"38.475";"-90.893"
"13";"38.455";"-90.883"
"13";"38.455";"-90.863"
"13";"38.445";"-91.493"
"13";"38.445";"-90.613"
"13";"39.405";"-91.133"
"13";"39.255";"-91.363"
"13";"39.165";"-91.523"
"13";"39.155";"-91.623"
"13";"39.145";"-91.553"
"13";"39.115";"-90.173"
"13";"39.085";"-90.213"
"13";"39.045";"-90.693"
"13";"39.005";"-90.323"
"13";"38.995";"-90.863"
"13";"38.985";"-90.253"
"13";"38.975";"-90.763"
"13";"38.975";"-90.652"
"13";"38.965";"-90.643"
"13";"38.915";"-90.693"
"13";"38.905";"-91.063"
"13";"38.905";"-90.633"
"13";"38.905";"-90.413"
"13";"38.885";"-90.893"
"13";"38.875";"-91.053"
"13";"38.865";"-90.223"
"13";"38.855";"-90.083"
"13";"38.745";"-90.443"
"13";"38.725";"-90.823"
"13";"38.715";"-90.883"
"13";"38.685";"-91.603"
"13";"38.655";"-91.393"
"13";"38.635";"-90.873"
"13";"38.625";"-90.933"
"13";"38.615";"-91.023"
"13";"38.615";"-90.263"
"13";"38.615";"-90.233"
"13";"38.595";"-90.363"
"13";"38.585";"-90.743"
"13";"38.575";"-91.073"
"13";"38.565";"-90.853"
"13";"38.565";"-90.042"
"13";"38.545";"-91.493"
"13";"38.525";"-91.093"
"13";"38.495";"-90.753"
"13";"38.495";"-90.493"
"13";"38.485";"-91.273"
"13";"38.485";"-90.893"
"13";"38.475";"-91.603"
"13";"38.475";"-90.553"
"13";"38.455";"-91.083"
"13";"38.425";"-90.923"
"13";"38.425";"-90.663"
"13";"38.415";"-90.542"
"13";"38.395";"-91.402"
"13";"38.395";"-91.023"
"13";"39.225";"-91.423"
"13";"39.215";"-91.443"
"13";"39.155";"-91.533"
"13";"39.015";"-90.902"
"13";"38.945";"-91.292"
"13";"38.945";"-90.753"
"13";"38.945";"-90.323"
"13";"38.935";"-90.483"
"13";"38.925";"-90.542"
"13";"38.905";"-90.723"
"13";"38.895";"-90.953"
"13";"38.895";"-90.713"
"13";"38.885";"-90.913"
"13";"38.875";"-90.303"
"13";"38.875";"-90.292"
"13";"38.855";"-90.813"
"13";"38.845";"-90.813"
"13";"38.835";"-90.383"
"13";"38.775";"-90.902"
"13";"38.765";"-90.383"
"13";"38.755";"-90.443"
"13";"38.735";"-90.443"
"13";"38.735";"-90.413"
"13";"38.705";"-92.053"
"13";"38.705";"-91.313"
"13";"38.705";"-91.143"
"13";"38.705";"-91.083"
"13";"38.685";"-91.113"
"13";"38.605";"-90.243"
"13";"38.595";"-91.093"
"13";"38.595";"-90.343"
"13";"38.595";"-90.333"
"13";"38.575";"-90.253"
"13";"38.565";"-90.753"
"13";"38.555";"-91.003"
"13";"38.555";"-90.893"
"13";"38.555";"-90.853"
"13";"38.545";"-91.003"
"13";"38.535";"-90.943"
"13";"38.505";"-90.833"
"13";"38.485";"-91.243"
"13";"38.485";"-90.542"
"13";"38.475";"-90.542"
"13";"38.465";"-91.042"
"13";"38.455";"-91.273"
"13";"38.435";"-91.542"
"13";"38.435";"-90.953"
"13";"38.405";"-90.542"
"13";"38.385";"-91.613"
"13";"38.275";"-92.013"
"13";"39.215";"-91.363"
"13";"39.155";"-91.203"
"13";"39.145";"-90.133"
"13";"39.135";"-91.553"
"13";"39.065";"-91.123"
"13";"39.065";"-90.703"
"13";"39.055";"-90.713"
"13";"39.035";"-90.943"
"13";"39.025";"-90.573"
"13";"39.015";"-90.253"
"13";"38.995";"-90.583"
"13";"38.995";"-90.373"
"13";"38.955";"-90.783"
"13";"38.945";"-91.283"
"13";"38.925";"-90.723"
"13";"38.905";"-90.353"
"13";"38.895";"-91.042"
"13";"38.895";"-91.023"
"13";"38.895";"-90.363"
"13";"38.875";"-90.853"
"13";"38.875";"-90.333"
"13";"38.825";"-90.253"
"13";"38.805";"-90.373"
"13";"38.755";"-90.393"
"13";"38.705";"-91.343"
"13";"38.695";"-91.292"
"13";"38.675";"-91.013"
"13";"38.615";"-90.343"
"13";"38.565";"-90.453"
"13";"38.535";"-91.063"
"13";"38.525";"-91.103"
"13";"38.525";"-90.473"
"13";"38.515";"-91.003"
"13";"38.515";"-90.893"
"13";"38.515";"-90.813"
"13";"38.515";"-90.643"
"13";"38.485";"-90.402"
"13";"38.445";"-90.853"
"13";"38.405";"-91.003"
"13";"38.405";"-90.893"
"13";"38.405";"-90.883"
"13";"38.325";"-91.923"
"13";"38.265";"-92.023"
"12";"39.065";"-90.813"
"12";"38.985";"-90.623"
"12";"38.975";"-90.803"
"12";"38.945";"-90.803"
"12";"38.945";"-90.603"
"12";"38.945";"-90.292"
"12";"38.935";"-90.763"
"12";"38.925";"-90.343"
"12";"38.925";"-90.333"
"12";"38.915";"-90.803"
"12";"38.915";"-90.783"
"12";"38.885";"-90.973"
"12";"38.845";"-90.783"
"12";"38.825";"-90.873"
"12";"38.805";"-90.313"
"12";"38.745";"-90.423"
"12";"38.715";"-90.933"
"12";"38.705";"-90.383"
"12";"38.695";"-91.313"
"12";"38.665";"-91.183"
"12";"38.655";"-91.313"
"12";"38.655";"-91.103"
"12";"38.635";"-90.313"
"12";"38.625";"-91.023"
"12";"38.615";"-90.913"
"12";"38.585";"-91.063"
"12";"38.585";"-90.213"
"12";"38.575";"-90.763"
"12";"38.575";"-90.233"
"12";"38.565";"-90.983"
"12";"38.545";"-90.983"
"12";"38.525";"-90.813"
"12";"38.515";"-91.183"
"12";"38.515";"-91.123"
"12";"38.515";"-90.493"
"12";"38.505";"-91.013"
"12";"38.505";"-90.873"
"12";"38.505";"-90.853"
"12";"38.505";"-89.973"
"12";"38.495";"-90.883"
"12";"38.495";"-90.743"
"12";"38.495";"-90.513"
"12";"38.465";"-90.913"
"12";"38.455";"-90.853"
"12";"38.445";"-90.883"
"12";"38.435";"-90.983"
"12";"38.415";"-91.493"
"12";"38.405";"-90.652"
"12";"38.405";"-90.643"
"12";"38.255";"-92.042"
"12";"39.215";"-90.683"
"12";"39.165";"-90.113"
"12";"39.065";"-90.723"
"12";"39.055";"-90.773"
"12";"39.025";"-91.553"
"12";"39.015";"-90.323"
"12";"38.955";"-91.373"
"12";"38.955";"-90.413"
"12";"38.945";"-90.773"
"12";"38.935";"-90.943"
"12";"38.905";"-90.983"
"12";"38.905";"-90.783"
"12";"38.905";"-90.483"
"12";"38.905";"-90.373"
"12";"38.895";"-90.933"
"12";"38.895";"-90.513"
"12";"38.895";"-90.373"
"12";"38.895";"-90.283"
"12";"38.875";"-90.843"
"12";"38.835";"-90.973"
"12";"38.785";"-90.333"
"12";"38.785";"-90.283"
"12";"38.745";"-90.453"
"12";"38.725";"-91.423"
"12";"38.725";"-90.833"
"12";"38.705";"-91.152"
"12";"38.705";"-91.073"
"12";"38.705";"-90.933"
"12";"38.705";"-90.902"
"12";"38.665";"-91.453"
"12";"38.665";"-90.213"
"12";"38.655";"-91.523"
"12";"38.655";"-91.183"
"12";"38.645";"-92.123"
"12";"38.625";"-90.292"
"12";"38.615";"-90.303"
"12";"38.605";"-90.413"
"12";"38.585";"-91.053"
"12";"38.585";"-90.373"
"12";"38.585";"-90.343"
"12";"38.575";"-90.993"
"12";"38.575";"-90.433"
"12";"38.575";"-90.193"
"12";"38.545";"-90.963"
"12";"38.535";"-91.152"
"12";"38.535";"-90.973"
"12";"38.535";"-90.603"
"12";"38.535";"-90.483"
"12";"38.525";"-91.333"
"12";"38.525";"-90.633"
"12";"38.515";"-90.902"
"12";"38.515";"-90.853"
"12";"38.485";"-89.923"
"12";"38.405";"-91.763"
"12";"38.405";"-90.573"
"12";"39.165";"-91.233"
"12";"39.135";"-91.643"
"12";"38.995";"-90.673"
"12";"38.975";"-90.733"
"12";"38.975";"-90.283"
"12";"38.965";"-90.893"
"12";"38.955";"-91.383"
"12";"38.945";"-90.453"
"12";"38.935";"-90.573"
"12";"38.895";"-90.292"
"12";"38.865";"-91.033"
"12";"38.865";"-90.263"
"12";"38.855";"-90.173"
"12";"38.845";"-90.853"
"12";"38.835";"-90.933"
"12";"38.825";"-90.883"
"12";"38.825";"-90.473"
"12";"38.815";"-90.183"
"12";"38.795";"-90.383"
"12";"38.775";"-90.883"
"12";"38.775";"-90.413"
"12";"38.775";"-90.233"
"12";"38.765";"-90.933"
"12";"38.765";"-90.373"
"12";"38.745";"-90.873"
"12";"38.745";"-90.383"
"12";"38.735";"-90.843"
"12";"38.715";"-91.883"
"12";"38.715";"-91.193"
"12";"38.715";"-90.833"
"12";"38.705";"-91.113"
"12";"38.705";"-91.093"
"12";"38.665";"-91.193"
"12";"38.595";"-90.313"
"12";"38.585";"-91.413"
"12";"38.585";"-91.093"
"12";"38.585";"-90.203"
"12";"38.575";"-90.213"
"12";"38.575";"-90.203"
"12";"38.575";"-90.173"
"12";"38.565";"-90.533"
"12";"38.565";"-90.463"
"12";"38.565";"-90.402"
"12";"38.555";"-91.263"
"12";"38.555";"-91.152"
"12";"38.555";"-91.073"
"12";"38.555";"-90.813"
"12";"38.555";"-90.763"
"12";"38.555";"-90.183"
"12";"38.535";"-91.203"
"12";"38.535";"-91.183"
"12";"38.535";"-90.353"
"12";"38.525";"-90.683"
"12";"38.525";"-90.663"
"12";"38.515";"-90.463"
"12";"38.505";"-90.542"
"12";"38.455";"-91.073"
"12";"38.445";"-91.673"
"12";"38.435";"-91.703"
"12";"38.435";"-91.483"
"12";"38.345";"-90.663"
"12";"38.325";"-91.902"
"12";"38.235";"-92.083"
"12";"39.285";"-91.323"
"12";"39.035";"-90.683"
"12";"38.995";"-90.233"
"12";"38.985";"-90.633"
"12";"38.985";"-90.292"
"12";"38.985";"-90.213"
"12";"38.955";"-91.343"
"12";"38.945";"-90.413"
"12";"38.915";"-91.113"
"12";"38.915";"-90.463"
"12";"38.905";"-90.803"
"12";"38.905";"-90.763"
"12";"38.895";"-90.383"
"12";"38.895";"-90.253"
"12";"38.885";"-90.923"
"12";"38.885";"-90.673"
"12";"38.845";"-90.263"
"12";"38.835";"-90.792"
"12";"38.825";"-90.983"
"12";"38.825";"-90.953"
"12";"38.815";"-90.973"
"12";"38.815";"-90.963"
"12";"38.805";"-90.933"
"12";"38.785";"-90.843"
"12";"38.785";"-90.423"
"12";"38.775";"-90.383"
"12";"38.755";"-91.233"
"12";"38.745";"-90.313"
"12";"38.725";"-90.923"
"12";"38.725";"-90.383"
"12";"38.705";"-91.023"
"12";"38.655";"-91.323"
"12";"38.635";"-91.303"
"12";"38.635";"-90.902"
"12";"38.635";"-90.303"
"12";"38.625";"-91.353"
"12";"38.605";"-91.373"
"12";"38.605";"-90.402"
"12";"38.605";"-90.273"
"12";"38.565";"-91.053"
"12";"38.565";"-90.993"
"12";"38.545";"-91.063"
"12";"38.535";"-90.593"
"12";"38.525";"-90.573"
"12";"38.525";"-90.463"
"12";"38.525";"-90.402"
"12";"38.515";"-90.703"
"12";"38.485";"-91.023"
"12";"38.485";"-90.813"
"12";"38.475";"-90.913"
"12";"38.475";"-90.433"
"12";"38.465";"-90.902"
"12";"38.465";"-90.633"
"12";"38.455";"-91.473"
"12";"38.415";"-91.743"
"12";"38.415";"-91.523"
"12";"38.375";"-91.733"
"12";"38.355";"-90.542"
"12";"38.345";"-90.583"
"12";"38.325";"-90.583"
"12";"39.215";"-91.353"
"12";"39.045";"-90.253"
"12";"39.025";"-90.883"
"12";"39.025";"-90.693"
"12";"39.015";"-91.493"
"12";"38.995";"-90.343"
"12";"38.975";"-90.723"
"12";"38.965";"-90.303"
"12";"38.955";"-91.313"
"12";"38.955";"-90.563"
"12";"38.945";"-91.273"
"12";"38.945";"-90.813"
"12";"38.935";"-90.813"
"12";"38.925";"-90.923"
"12";"38.925";"-90.463"
"12";"38.915";"-91.033"
"12";"38.915";"-90.343"
"12";"38.875";"-90.723"
"12";"38.855";"-90.152"
"12";"38.845";"-90.933"
"12";"38.845";"-90.343"
"12";"38.785";"-90.353"
"12";"38.775";"-90.863"
"12";"38.755";"-90.413"
"12";"38.745";"-90.152"
"12";"38.725";"-90.933"
"12";"38.725";"-90.423"
"12";"38.715";"-91.233"
"12";"38.715";"-90.873"
"12";"38.705";"-90.353"
"12";"38.685";"-91.063"
"12";"38.685";"-91.003"
"12";"38.675";"-91.083"
"12";"38.675";"-91.053"
"12";"38.665";"-91.103"
"12";"38.655";"-91.973"
"12";"38.655";"-91.433"
"12";"38.655";"-91.423"
"12";"38.625";"-91.093"
"12";"38.625";"-91.073"
"12";"38.625";"-90.973"
"12";"38.625";"-90.883"
"12";"38.605";"-90.353"
"12";"38.595";"-91.053"
"12";"38.595";"-90.973"
"12";"38.585";"-91.123"
"12";"38.555";"-90.173"
"12";"38.535";"-90.473"
"12";"38.525";"-90.542"
"12";"38.515";"-90.733"
"12";"38.505";"-90.643"
"12";"38.495";"-91.292"
"12";"38.495";"-91.243"
"12";"38.485";"-91.233"
"12";"38.465";"-91.583"
"12";"38.455";"-91.503"
"12";"38.455";"-90.553"
"12";"38.435";"-91.463"
"12";"38.395";"-91.463"
"12";"38.385";"-91.663"
"12";"38.215";"-92.533"
"11";"39.355";"-91.423"
"11";"39.195";"-91.583"
"11";"39.185";"-91.273"
"11";"39.135";"-91.633"
"11";"39.135";"-90.723"
"11";"39.095";"-91.613"
"11";"39.085";"-91.143"
"11";"39.085";"-90.203"
"11";"39.055";"-90.703"
"11";"39.045";"-90.803"
"11";"39.045";"-90.792"
"11";"39.045";"-90.283"
"11";"39.035";"-90.593"
"11";"39.015";"-90.933"
"11";"39.005";"-90.693"
"11";"39.005";"-90.203"
"11";"38.975";"-90.013"
"11";"38.965";"-90.313"
"11";"38.955";"-90.963"
"11";"38.955";"-90.652"
"11";"38.945";"-91.103"
"11";"38.935";"-90.103"
"11";"38.925";"-90.383"
"11";"38.905";"-90.363"
"11";"38.895";"-90.923"
"11";"38.875";"-90.943"
"11";"38.865";"-90.973"
"11";"38.845";"-90.253"
"11";"38.825";"-90.233"
"11";"38.815";"-90.323"
"11";"38.745";"-90.863"
"11";"38.745";"-90.853"
"11";"38.735";"-90.103"
"11";"38.725";"-90.893"
"11";"38.715";"-90.973"
"11";"38.715";"-90.383"
"11";"38.705";"-91.292"
"11";"38.685";"-90.373"
"11";"38.655";"-91.123"
"11";"38.625";"-91.033"
"11";"38.595";"-90.243"
"11";"38.585";"-90.292"
"11";"38.575";"-90.243"
"11";"38.555";"-91.063"
"11";"38.555";"-90.983"
"11";"38.555";"-90.953"
"11";"38.555";"-90.773"
"11";"38.545";"-90.993"
"11";"38.535";"-91.333"
"11";"38.525";"-90.373"
"11";"38.515";"-90.743"
"11";"38.515";"-90.573"
"11";"38.515";"-90.473"
"11";"38.495";"-91.223"
"11";"38.495";"-90.893"
"11";"38.475";"-90.533"
"11";"38.465";"-90.563"
"11";"38.465";"-90.402"
"11";"38.455";"-90.933"
"11";"38.455";"-90.923"
"11";"38.435";"-91.493"
"11";"38.385";"-90.533"
"11";"38.335";"-91.883"
"11";"38.335";"-91.813"
"11";"38.095";"-92.643"
"11";"39.195";"-91.573"
"11";"39.095";"-91.633"
"11";"39.075";"-90.213"
"11";"38.995";"-89.943"
"11";"38.975";"-90.553"
"11";"38.975";"-90.433"
"11";"38.975";"-90.263"
"11";"38.965";"-90.453"
"11";"38.965";"-90.393"
"11";"38.955";"-91.363"
"11";"38.955";"-90.693"
"11";"38.945";"-90.703"
"11";"38.935";"-90.563"
"11";"38.895";"-91.053"
"11";"38.885";"-90.943"
"11";"38.885";"-90.323"
"11";"38.875";"-91.083"
"11";"38.845";"-90.953"
"11";"38.845";"-90.902"
"11";"38.845";"-90.773"
"11";"38.845";"-90.273"
"11";"38.835";"-90.873"
"11";"38.835";"-90.273"
"11";"38.815";"-90.343"
"11";"38.775";"-91.073"
"11";"38.745";"-90.163"
"11";"38.725";"-90.402"
"11";"38.725";"-90.353"
"11";"38.715";"-91.163"
"11";"38.715";"-90.893"
"11";"38.715";"-90.373"
"11";"38.695";"-90.273"
"11";"38.665";"-91.443"
"11";"38.665";"-91.292"
"11";"38.655";"-91.563"
"11";"38.655";"-90.323"
"11";"38.625";"-90.273"
"11";"38.605";"-90.223"
"11";"38.605";"-90.203"
"11";"38.585";"-91.103"
"11";"38.575";"-91.133"
"11";"38.565";"-90.783"
"11";"38.565";"-90.413"
"11";"38.565";"-90.193"
"11";"38.545";"-90.973"
"11";"38.545";"-90.143"
"11";"38.535";"-91.113"
"11";"38.535";"-90.003"
"11";"38.525";"-90.643"
"11";"38.525";"-90.503"
"11";"38.525";"-90.423"
"11";"38.505";"-91.383"
"11";"38.505";"-91.303"
"11";"38.505";"-90.813"
"11";"38.495";"-90.542"
"11";"38.495";"-89.953"
"11";"38.475";"-90.883"
"11";"38.465";"-90.523"
"11";"38.435";"-91.473"
"11";"38.435";"-90.893"
"11";"38.435";"-90.623"
"11";"38.425";"-91.613"
"11";"38.425";"-91.453"
"11";"38.385";"-90.542"
"11";"39.445";"-91.073"
"11";"39.075";"-91.152"
"11";"39.065";"-90.693"
"11";"39.035";"-90.623"
"11";"39.035";"-90.283"
"11";"39.025";"-90.593"
"11";"39.005";"-90.613"
"11";"39.005";"-90.213"
"11";"38.995";"-90.823"
"11";"38.995";"-90.253"
"11";"38.985";"-90.423"
"11";"38.985";"-90.383"
"11";"38.985";"-89.953"
"11";"38.975";"-90.792"
"11";"38.975";"-90.393"
"11";"38.965";"-90.493"
"11";"38.955";"-90.803"
"11";"38.955";"-90.323"
"11";"38.935";"-90.473"
"11";"38.925";"-91.063"
"11";"38.925";"-90.773"
"11";"38.925";"-90.753"
"11";"38.925";"-90.703"
"11";"38.925";"-90.663"
"11";"38.915";"-90.213"
"11";"38.905";"-90.743"
"11";"38.895";"-90.683"
"11";"38.895";"-90.523"
"11";"38.875";"-90.953"
"11";"38.855";"-90.923"
"11";"38.855";"-90.833"
"11";"38.855";"-90.103"
"11";"38.845";"-90.313"
"11";"38.835";"-90.913"
"11";"38.835";"-90.833"
"11";"38.835";"-90.263"
"11";"38.835";"-90.233"
"11";"38.815";"-90.993"
"11";"38.785";"-91.053"
"11";"38.775";"-90.393"
"11";"38.755";"-92.003"
"11";"38.745";"-91.353"
"11";"38.735";"-92.033"
"11";"38.735";"-90.853"
"11";"38.715";"-91.873"
"11";"38.715";"-90.913"
"11";"38.705";"-90.923"
"11";"38.705";"-90.913"
"11";"38.705";"-90.373"
"11";"38.695";"-92.063"
"11";"38.695";"-90.363"
"11";"38.665";"-91.213"
"11";"38.665";"-91.073"
"11";"38.655";"-91.303"
"11";"38.645";"-91.283"
"11";"38.625";"-91.063"
"11";"38.605";"-90.213"
"11";"38.575";"-90.723"
"11";"38.575";"-90.343"
"11";"38.575";"-90.313"
"11";"38.565";"-90.843"
"11";"38.565";"-90.203"
"11";"38.555";"-90.963"
"11";"38.545";"-91.353"
